Category,Artist,Title,Year,Image URL,Painting Info URL,file name,path
Cubism,Jacob Epstein,The Rock Drill,1914,https://use2-uploads3.wikiart.org/images/jacob-epstein/the-rock-drill-1914.jpg,https://www.wikiart.org/en/jacob-epstein/the-rock-drill-1914,the-rock-drill-1914.jpg,/cubism/the-rock-drill-1914.jpg
Surrealism,Pablo Picasso,Cat catching a bird,1939,https://use2-uploads8.wikiart.org/images/pablo-picasso/cat-catching-a-bird-1939.jpg,https://www.wikiart.org/en/pablo-picasso/cat-catching-a-bird-1939,cat-catching-a-bird-1939.jpg,/surrealism/cat-catching-a-bird-1939.jpg
Rococo,Jean-Baptiste Greuze,The Guitarist,1757,https://use2-uploads2.wikiart.org/images/jean-baptiste-greuze/11.jpg,https://www.wikiart.org/en/jean-baptiste-greuze/11,11.jpg,/rococo/11.jpg
Expressionism,Jacoba van Heemskerck,Landschap,1915,https://use2-uploads6.wikiart.org/images/jacoba-van-heemskerck/landschap-1915.jpg,https://www.wikiart.org/en/jacoba-van-heemskerck/landschap-1915,landschap-1915.jpg,/expressionism/landschap-1915.jpg
Impressionism,Julian Ashton,A solitary ramble,1888,https://use2-uploads6.wikiart.org/images/julian-ashton/a-solitary-ramble-1888.jpg,https://www.wikiart.org/en/julian-ashton/a-solitary-ramble-1888,a-solitary-ramble-1888.jpg,/impressionism/a-solitary-ramble-1888.jpg
Color Field Painting,John Hoyland,17. 3. 69,1969,https://use2-uploads4.wikiart.org/images/john-hoyland/17-3-69-1969.jpg,https://www.wikiart.org/en/john-hoyland/17-3-69-1969,17-3-69-1969.jpg,/color_field_painting/17-3-69-1969.jpg
Post-Impressionism,Albert Marquet,"The Port, Le Havre",1906,https://use2-uploads7.wikiart.org/images/albert-marquet/the-port-le-havre-1906.jpg,https://www.wikiart.org/en/albert-marquet/the-port-le-havre-1906,the-port-le-havre-1906.jpg,/post_impressionism/the-port-le-havre-1906.jpg
Surrealism,Joan Miro,Painting,1936,https://use2-uploads8.wikiart.org/images/joan-miro/not_detected_227973.jpg,https://www.wikiart.org/en/joan-miro/not_detected_227973,not_detected_227973.jpg,/surrealism/not_detected_227973.jpg
Expressionism,Tivadar Kosztka Csontvary,Pilgrimage to the Cedars in Lebanon,1907,https://use2-uploads0.wikiart.org/images/tivadar-kosztka-csontvary/pilgrimage-to-the-cedars-in-lebanon-1907.jpg,https://www.wikiart.org/en/tivadar-kosztka-csontvary/pilgrimage-to-the-cedars-in-lebanon-1907,pilgrimage-to-the-cedars-in-lebanon-1907.jpg,/expressionism/pilgrimage-to-the-cedars-in-lebanon-1907.jpg
Early Renaissance,Jacopo Bellini,Triptych of the Virgin,1464-1470,https://use2-uploads3.wikiart.org/images/jacopo-bellini/triptych-of-the-virgin-1470.jpg,https://www.wikiart.org/en/jacopo-bellini/triptych-of-the-virgin-1470,triptych-of-the-virgin-1470.jpg,/early_renaissance/triptych-of-the-virgin-1470.jpg
Romanticism,John Martin,Pandemonium,1825,https://use2-uploads7.wikiart.org/images/john-martin/pandemonium-1825.jpg,https://www.wikiart.org/en/john-martin/pandemonium-1825,pandemonium-1825.jpg,/romanticism/pandemonium-1825.jpg
Abstract Expressionism,Frank Lobdell,July 1954,1954,https://use2-uploads7.wikiart.org/images/frank-lobdell/july-1954-1954.jpg,https://www.wikiart.org/en/frank-lobdell/july-1954-1954,july-1954-1954.jpg,/abstract_expressionism/july-1954-1954.jpg
Cubism,Alberto Magnelli,The Cafe,1914,https://use2-uploads0.wikiart.org/images/alberto-magnelli/the-cafe-1914.jpg,https://www.wikiart.org/en/alberto-magnelli/the-cafe-1914,the-cafe-1914.jpg,/cubism/the-cafe-1914.jpg
Rococo,Johann Georg Pinzel,Our Lady,1758,https://use2-uploads3.wikiart.org/images/johann-georg-pinzel/our-lady-1758.jpg,https://www.wikiart.org/en/johann-georg-pinzel/our-lady-1758,our-lady-1758.jpg,/rococo/our-lady-1758.jpg
Color Field Painting,Mark Rothko,"Yellow, Cherry,&#160;Orange",1947,https://use2-uploads2.wikiart.org/images/mark-rothko/yellow-cherry-orange.jpg,https://www.wikiart.org/en/mark-rothko/yellow-cherry-orange,yellow-cherry-orange.jpg,/color_field_painting/yellow-cherry-orange.jpg
Northern Renaissance,Gerard David,The Crucifixion,XV-XVI cent.,https://use2-uploads7.wikiart.org/images/gerard-david/the-crucifixion.jpg,https://www.wikiart.org/en/gerard-david/the-crucifixion,the-crucifixion.jpg,/northern_renaissance/the-crucifixion.jpg
Romanticism,Joseph Wright,Self-Portrait at the Age of about Fifty,1782,https://use2-uploads5.wikiart.org/images/joseph-wright/self-portrait-at-the-age-of-about-fifty.jpg,https://www.wikiart.org/en/joseph-wright/self-portrait-at-the-age-of-about-fifty,self-portrait-at-the-age-of-about-fifty.jpg,/romanticism/self-portrait-at-the-age-of-about-fifty.jpg
Romanticism,David Wilkie,Pitlessie Fair,1804,https://use2-uploads2.wikiart.org/images/david-wilkie/pitlessie-fair-1804.jpg,https://www.wikiart.org/en/david-wilkie/pitlessie-fair-1804,pitlessie-fair-1804.jpg,/romanticism/pitlessie-fair-1804.jpg
Romanticism,Pavel Svinyin,Steamboat Travel on the Hudson River,1812,https://use2-uploads2.wikiart.org/images/pavel-svinyin/steamboat-travel-on-the-hudson-river.jpg,https://www.wikiart.org/en/pavel-svinyin/steamboat-travel-on-the-hudson-river,steamboat-travel-on-the-hudson-river.jpg,/romanticism/steamboat-travel-on-the-hudson-river.jpg
Impressionism,Giuseppe de Nittis,Sarah Bernhardt as Pierrot,XIX cent.,https://use2-uploads6.wikiart.org/images/giuseppe-de-nittis/sarah-bernhardt-as-pierrot.jpg,https://www.wikiart.org/en/giuseppe-de-nittis/sarah-bernhardt-as-pierrot,sarah-bernhardt-as-pierrot.jpg,/impressionism/sarah-bernhardt-as-pierrot.jpg
Expressionism,Max Pechstein,Dawn,1911,https://use2-uploads2.wikiart.org/images/max-pechstein/dawn-1911.jpg,https://www.wikiart.org/en/max-pechstein/dawn-1911,dawn-1911.jpg,/expressionism/dawn-1911.jpg
Surrealism,Roberto Matta,Morphology,1937,https://use2-uploads8.wikiart.org/images/roberto-matta/morphology-1937.jpg,https://www.wikiart.org/en/roberto-matta/morphology-1937,morphology-1937.jpg,/surrealism/morphology-1937.jpg
Expressionism,Paula Modersohn-Becker,Portrait of a young woman with red hat,1900,https://use2-uploads0.wikiart.org/images/paula-modersohn-becker/portrait-of-a-young-woman-with-red-hat-1900.jpg,https://www.wikiart.org/en/paula-modersohn-becker/portrait-of-a-young-woman-with-red-hat-1900,portrait-of-a-young-woman-with-red-hat-1900.jpg,/expressionism/portrait-of-a-young-woman-with-red-hat-1900.jpg
Abstract Expressionism,William Baziotes,The Parachutists,1944,https://use2-uploads8.wikiart.org/images/william-baziotes/the-parachutists-1944.jpg,https://www.wikiart.org/en/william-baziotes/the-parachutists-1944,the-parachutists-1944.jpg,/abstract_expressionism/the-parachutists-1944.jpg
Surrealism,Edward Wadsworth,Signals,1942,https://use2-uploads8.wikiart.org/images/edward-wadsworth/signals-1942.jpg,https://www.wikiart.org/en/edward-wadsworth/signals-1942,signals-1942.jpg,/surrealism/signals-1942.jpg
Minimalism,Dadamaino,Volume a moduli sfasati,1960,https://use2-uploads8.wikiart.org/images/dadamaino/volume-a-moduli-sfasati-1960.jpg,https://www.wikiart.org/en/dadamaino/volume-a-moduli-sfasati-1960,volume-a-moduli-sfasati-1960.jpg,/minimalism/volume-a-moduli-sfasati-1960.jpg
Realism,Constant Troyon,Outside the Stable,XIX cent.,https://use2-uploads4.wikiart.org/images/constant-troyon/outside-the-stable.jpg,https://www.wikiart.org/en/constant-troyon/outside-the-stable,outside-the-stable.jpg,/realism/outside-the-stable.jpg
"Color Field Painting,Lyrical Abstraction",Helen Frankenthaler,Tutti-Fruitti,1966,https://use2-uploads8.wikiart.org/images/helen-frankenthaler/tutti-fruitti-1966.jpg,https://www.wikiart.org/en/helen-frankenthaler/tutti-fruitti-1966,tutti-fruitti-1966.jpg,/color_field_painting/tutti-fruitti-1966.jpg
Neo-Expressionism,Corneille,The Artist and His Model,1986,https://use2-uploads0.wikiart.org/images/corneille/the-artist-and-his-model-1986.jpg,https://www.wikiart.org/en/corneille/the-artist-and-his-model-1986,the-artist-and-his-model-1986.jpg,/neo_expressionism/the-artist-and-his-model-1986.jpg
Rococo,Jean-Honore Fragonard,Psyche showing her sisters her gifts from Cupid,1753,https://use2-uploads8.wikiart.org/images/jean-honore-fragonard/psyche-showing-her-sisters-her-gifts-from-cupid-1753.jpg,https://www.wikiart.org/en/jean-honore-fragonard/psyche-showing-her-sisters-her-gifts-from-cupid-1753,psyche-showing-her-sisters-her-gifts-from-cupid-1753.jpg,/rococo/psyche-showing-her-sisters-her-gifts-from-cupid-1753.jpg
Baroque,Judith Leyster,Laughing Children with a Cat,1629,https://use2-uploads0.wikiart.org/images/judith-leyster/laughing-children-with-a-cat-1629.jpg,https://www.wikiart.org/en/judith-leyster/laughing-children-with-a-cat-1629,laughing-children-with-a-cat-1629.jpg,/baroque/laughing-children-with-a-cat-1629.jpg
Realism,Theodule Ribot,"Still Life with Pumpkin, Plums, Cherries, Figs and Jug",1860,https://use2-uploads5.wikiart.org/images/theodule-ribot/still-life-with-pumpkin-plums-cherries-figs-and-jug-1860.jpg,https://www.wikiart.org/en/theodule-ribot/still-life-with-pumpkin-plums-cherries-figs-and-jug-1860,still-life-with-pumpkin-plums-cherries-figs-and-jug-1860.jpg,/realism/still-life-with-pumpkin-plums-cherries-figs-and-jug-1860.jpg
Baroque,Anthony van Dyck,Charles I in Three Positions,1635-1636,https://use2-uploads5.wikiart.org/images/anthony-van-dyck/charles-i-in-three-positions-1636(1).jpg,https://www.wikiart.org/en/anthony-van-dyck/charles-i-in-three-positions-1636,charles-i-in-three-positions-1636(1).jpg,/baroque/charles-i-in-three-positions-1636(1).jpg
Rococo,Pietro Longhi,The Charlatan,1757,https://use2-uploads1.wikiart.org/images/pietro-falca/the-charlatan-1757.jpg,https://www.wikiart.org/en/pietro-longhi/шарлатан-1757-1,the-charlatan-1757.jpg,/rococo/the-charlatan-1757.jpg
Neo-Expressionism,Rainer Fetting,Kuss blau-rot,1986,https://use2-uploads3.wikiart.org/images/rainer-fetting/kuss-blau-rot-1986.jpg,https://www.wikiart.org/en/rainer-fetting/kuss-blau-rot-1986,kuss-blau-rot-1986.jpg,/neo_expressionism/kuss-blau-rot-1986.jpg
Color Field Painting,Sven Lukin,Pink Butress,1966,https://use2-uploads7.wikiart.org/images/sven-lukin/pink-butress-1966.jpg,https://www.wikiart.org/en/sven-lukin/pink-butress-1966,pink-butress-1966.jpg,/color_field_painting/pink-butress-1966.jpg
Magic Realism,Eyvind Earle,Mauve Barn,1985,https://use2-uploads7.wikiart.org/images/eyvind-earle/mauve-barn-1985.jpg,https://www.wikiart.org/en/eyvind-earle/mauve-barn-1985,mauve-barn-1985.jpg,/magic_realism/mauve-barn-1985.jpg
Neo-Expressionism,Donald Sultan,Black Fresia,1988,https://use2-uploads1.wikiart.org/images/donald-sultan/black-fresia-1988.jpg,https://www.wikiart.org/en/donald-sultan/black-fresia-1988,black-fresia-1988.jpg,/neo_expressionism/black-fresia-1988.jpg
Pop Art,Rene Bertholo,Arc-en-Ciel,1971,https://use2-uploads0.wikiart.org/images/rene-bertholo/arc-en-ciel-1971.jpg,https://www.wikiart.org/en/rene-bertholo/arc-en-ciel-1971,arc-en-ciel-1971.jpg,/pop_art/arc-en-ciel-1971.jpg
Northern Renaissance,Konrad Witz,Emperor Augustus and the Sybil of Tibur,XV cent.,https://use2-uploads3.wikiart.org/images/konrad-witz/emperor-augustus-and-the-sybil-of-tibur.jpg,https://www.wikiart.org/en/konrad-witz/emperor-augustus-and-the-sybil-of-tibur,emperor-augustus-and-the-sybil-of-tibur.jpg,/northern_renaissance/emperor-augustus-and-the-sybil-of-tibur.jpg
Realism,Albert Anker,Young mother contemplating her sleeping child in candlelight,1875,https://use2-uploads3.wikiart.org/images/albert-anker/young-mother-contemplating-her-sleeping-child-in-candlelight-1875.jpg,https://www.wikiart.org/en/albert-anker/young-mother-contemplating-her-sleeping-child-in-candlelight-1875,young-mother-contemplating-her-sleeping-child-in-candlelight-1875.jpg,/realism/young-mother-contemplating-her-sleeping-child-in-candlelight-1875.jpg
Northern Renaissance,Hans Holbein the Younger,The Ambassadors,1533,https://use2-uploads6.wikiart.org/images/hans-holbein-the-younger/the-ambassadors-1533.jpg,https://www.wikiart.org/en/hans-holbein-the-younger/the-ambassadors-1533,the-ambassadors-1533.jpg,/northern_renaissance/the-ambassadors-1533.jpg
Impressionism,John Singer Sargent,"Landscape with trees, Calcot-on-the-Thames",1888,https://use2-uploads4.wikiart.org/images/john-singer-sargent/landscape-with-trees-calcot-on-the-thames.jpg,https://www.wikiart.org/en/john-singer-sargent/landscape-with-trees-calcot-on-the-thames,landscape-with-trees-calcot-on-the-thames.jpg,/impressionism/landscape-with-trees-calcot-on-the-thames.jpg
Art Informel,Patrick Heron,Vertical: January 1956,1956,https://use2-uploads1.wikiart.org/images/patrick-heron/vertical-january-1956-1956.jpg,https://www.wikiart.org/en/patrick-heron/vertical-january-1956-1956,vertical-january-1956-1956.jpg,/art_informel/vertical-january-1956-1956.jpg
Neo-Expressionism,Denise Green,Surya-Chandra #1,1986,https://use2-uploads3.wikiart.org/images/denise-green/surya-chandra-1-1986.jpg,https://www.wikiart.org/en/denise-green/surya-chandra-1-1986,surya-chandra-1-1986.jpg,/neo_expressionism/surya-chandra-1-1986.jpg
Expressionism,Egon Schiele,Fighter,1913,https://use2-uploads4.wikiart.org/images/egon-schiele/fighter-1913.jpg,https://www.wikiart.org/en/egon-schiele/fighter-1913,fighter-1913.jpg,/expressionism/fighter-1913.jpg
Cubism,Albert Gleizes,Paysage,1914,https://use2-uploads6.wikiart.org/images/albert-gleizes/paysage-1914.jpg,https://www.wikiart.org/en/albert-gleizes/paysage-1914,paysage-1914.jpg,/cubism/paysage-1914.jpg
Pop Art,Peter Phillips,Custom Print No. II,1965,https://use2-uploads8.wikiart.org/images/peter-phillips/custom-print-no-ii-1965.jpg,https://www.wikiart.org/en/peter-phillips/custom-print-no-ii-1965,custom-print-no-ii-1965.jpg,/pop_art/custom-print-no-ii-1965.jpg
Realism,Eduard von Gebhardt,Estonian peasant,1867,https://use2-uploads2.wikiart.org/images/eduard-von-gebhardt/estonian-peasant-1867.jpg,https://www.wikiart.org/en/eduard-von-gebhardt/estonian-peasant-1867,estonian-peasant-1867.jpg,/realism/estonian-peasant-1867.jpg
Realism,Edgar Degas,The Belleli Family,1860-1862,https://use2-uploads5.wikiart.org/images/edgar-degas/the-belleli-family-1862.jpg,https://www.wikiart.org/en/edgar-degas/the-belleli-family-1862,the-belleli-family-1862.jpg,/realism/the-belleli-family-1862.jpg
Neo-Expressionism,James Weeks,Jockey,1962,https://use2-uploads2.wikiart.org/images/james-weeks/jockey-1962.jpg,https://www.wikiart.org/en/james-weeks/jockey-1962,jockey-1962.jpg,/neo_expressionism/jockey-1962.jpg
Rococo,Johann Georg Pinzel,St. Joachim,1755,https://use2-uploads8.wikiart.org/images/johann-georg-pinzel/st-joachim-1755(1).jpg,https://www.wikiart.org/en/johann-georg-pinzel/st-joachim-1755,st-joachim-1755(1).jpg,/rococo/st-joachim-1755(1).jpg
Post-Impressionism,Maurice Denis,Yellow Cat,1915,https://use2-uploads3.wikiart.org/images/maurice-denis/yellow-cat.jpg,https://www.wikiart.org/en/maurice-denis/yellow-cat,yellow-cat.jpg,/post_impressionism/yellow-cat.jpg
Surrealism,Gosta Adrian-Nilsson,"Shadows, twilight",1929,https://use2-uploads3.wikiart.org/images/gosta-adrian-nilsson/shadows-twilight-1929.jpg,https://www.wikiart.org/en/gosta-adrian-nilsson/shadows-twilight-1929,shadows-twilight-1929.jpg,/surrealism/shadows-twilight-1929.jpg
Realism,George Catlin,Ball-Play Dance,1835,https://use2-uploads4.wikiart.org/images/george-catlin/ball-play-dance-1835.jpg,https://www.wikiart.org/en/george-catlin/ball-play-dance-1835,ball-play-dance-1835.jpg,/realism/ball-play-dance-1835.jpg
Expressionism,Edvard Munch,The Scream,1893,https://use2-uploads1.wikiart.org/images/edvard-munch/the-scream-1893(2).jpg,https://www.wikiart.org/en/edvard-munch/the-scream-1893,the-scream-1893(2).jpg,/expressionism/the-scream-1893(2).jpg
Romanticism,William Shayer,Scene in the Isle of Wight,1823,https://use2-uploads7.wikiart.org/images/william-shayer/scene-in-the-isle-of-wight-1823.jpg,https://www.wikiart.org/en/william-shayer/scene-in-the-isle-of-wight-1823,scene-in-the-isle-of-wight-1823.jpg,/romanticism/scene-in-the-isle-of-wight-1823.jpg
Neoclassicism,John Trumbull,"The Death of General Warren at the Battle of Bunker&#39;s Hill, June 17, 1775",1786,https://use2-uploads6.wikiart.org/images/john-trumbull/the-death-of-general-warren-at-the-battle-of-bunker-s-hill-june-17-1775-1786.jpg,https://www.wikiart.org/en/john-trumbull/the-death-of-general-warren-at-the-battle-of-bunker-s-hill-june-17-1775-1786,the-death-of-general-warren-at-the-battle-of-bunker-s-hill-june-17-1775-1786.jpg,/neoclassicism/the-death-of-general-warren-at-the-battle-of-bunker-s-hill-june-17-1775-1786.jpg
Impressionism,Claude Monet,Antibes in the Morning,1888,https://use2-uploads8.wikiart.org/images/claude-monet/antibes-in-the-morning(1).jpg,https://www.wikiart.org/en/claude-monet/antibes-in-the-morning,antibes-in-the-morning(1).jpg,/impressionism/antibes-in-the-morning(1).jpg
Minimalism,Li Yuan-chia,Folding Scroll,1963,https://use2-uploads2.wikiart.org/images/li-yuan-chia/folding-scroll-1963.jpg,https://www.wikiart.org/en/li-yuan-chia/folding-scroll-1963,folding-scroll-1963.jpg,/minimalism/folding-scroll-1963.jpg
Surrealism,Pierre Roy,Proue de naivre et papillons,1925,https://use2-uploads5.wikiart.org/images/pierre-roy/proue-de-naivre-et-papillons-1925.jpg,https://www.wikiart.org/en/pierre-roy/proue-de-naivre-et-papillons-1925,proue-de-naivre-et-papillons-1925.jpg,/surrealism/proue-de-naivre-et-papillons-1925.jpg
Art Informel,Jean-Michel Atlan,Calypso II,1956,https://use2-uploads3.wikiart.org/images/jean-michel-atlan/calypso-ii-1956.jpg,https://www.wikiart.org/en/jean-michel-atlan/calypso-ii-1956,calypso-ii-1956.jpg,/art_informel/calypso-ii-1956.jpg
Art Informel,Ernst Wilhelm Nay,Furioso,1963,https://use2-uploads0.wikiart.org/images/ernst-wilhelm-nay/furioso-1963.jpg,https://www.wikiart.org/en/ernst-wilhelm-nay/furioso-1963,furioso-1963.jpg,/art_informel/furioso-1963.jpg
Rococo,Thomas Gainsborough,The Blue Boy (Portrait of the Jonathan Buttall),1770,https://use2-uploads0.wikiart.org/images/thomas-gainsborough/portrait-of-the-jonathan-buttall-1770.jpg,https://www.wikiart.org/en/thomas-gainsborough/portrait-of-the-jonathan-buttall-1770,portrait-of-the-jonathan-buttall-1770.jpg,/rococo/portrait-of-the-jonathan-buttall-1770.jpg
Minimalism,Johannes Jan Schoonhoven,Zeshoeken,1968,https://use2-uploads0.wikiart.org/images/johannes-jan-schoonhoven/zeshoeken-1968.jpg,https://www.wikiart.org/en/johannes-jan-schoonhoven/zeshoeken-1968,zeshoeken-1968.jpg,/minimalism/zeshoeken-1968.jpg
Expressionism,Vladimir Tatlin,Artist&#39;s model,1910,https://use2-uploads0.wikiart.org/images/vladimir-tatlin/artist-s-model.jpg,https://www.wikiart.org/en/vladimir-tatlin/artist-s-model,artist-s-model.jpg,/expressionism/artist-s-model.jpg
Minimalism,Ronald Bladen,The X,1965,https://use2-uploads3.wikiart.org/images/ronald-bladen/the-x-1965.jpg,https://www.wikiart.org/en/ronald-bladen/the-x-1965,the-x-1965.jpg,/minimalism/the-x-1965.jpg
Post-Impressionism,Albert Marquet,Posters at Trouville,1906,https://use2-uploads1.wikiart.org/images/albert-marquet/posters-at-trouville-1906.jpg,https://www.wikiart.org/en/albert-marquet/posters-at-trouville-1906,posters-at-trouville-1906.jpg,/post_impressionism/posters-at-trouville-1906.jpg
Romanticism,Theodore Gericault,Officer of the Chasseurs charging on horseback,1812,https://use2-uploads8.wikiart.org/images/theodore-gericault/officer-of-the-chasseurs-charging-on-horseback.jpg,https://www.wikiart.org/en/theodore-gericault/officer-of-the-chasseurs-charging-on-horseback,officer-of-the-chasseurs-charging-on-horseback.jpg,/romanticism/officer-of-the-chasseurs-charging-on-horseback.jpg
Lyrical Abstraction,Bram van Velde,Composition,1967,https://use2-uploads1.wikiart.org/images/bram-van-velde/composition-1967.jpg,https://www.wikiart.org/en/bram-van-velde/composition-1967,composition-1967.jpg,/lyrical_abstraction/composition-1967.jpg
Northern Renaissance,Cristovao de Figueiredo,Tr&#237;ptico da Paix&#227;o de Cristo,1530,https://use2-uploads0.wikiart.org/images/cristovao-de-figueiredo/tr-ptico-da-paix-o-de-cristo-1530.jpg,https://www.wikiart.org/en/cristovao-de-figueiredo/tr-ptico-da-paix-o-de-cristo-1530,tr-ptico-da-paix-o-de-cristo-1530.jpg,/northern_renaissance/tr-ptico-da-paix-o-de-cristo-1530.jpg
Post-Impressionism,Albert Marquet,"Girl Embroidering, Seated in a Garden",1896,https://use2-uploads8.wikiart.org/images/albert-marquet/girl-embroidering-seated-in-a-garden-1896.jpg,https://www.wikiart.org/en/albert-marquet/girl-embroidering-seated-in-a-garden-1896,girl-embroidering-seated-in-a-garden-1896.jpg,/post_impressionism/girl-embroidering-seated-in-a-garden-1896.jpg
Rococo,Jean-Honore Fragonard,Inspiration,1769,https://use2-uploads8.wikiart.org/images/jean-honore-fragonard/inspiration-1769.jpg,https://www.wikiart.org/en/jean-honore-fragonard/inspiration-1769,inspiration-1769.jpg,/rococo/inspiration-1769.jpg
Surrealism,Jean Arp,Configuration,1927,https://use2-uploads1.wikiart.org/images/jean-arp/configuration.jpg,https://www.wikiart.org/en/jean-arp/configuration,configuration.jpg,/surrealism/configuration.jpg
Expressionism,Henri Matisse,Music,1910,https://use2-uploads3.wikiart.org/images/henri-matisse/music-1910.jpg,https://www.wikiart.org/en/henri-matisse/music-1910,music-1910.jpg,/expressionism/music-1910.jpg
Expressionism,Otto Mueller,Bauerngeh&#246;ft in Frankreich,1916,https://use2-uploads2.wikiart.org/00136/images/otto-mueller/otto-mueller-bauerngeh-ft-in-frankreich-ca1916.jpeg,https://www.wikiart.org/en/otto-mueller/bauerngehoft-in-frankreich-1916,otto-mueller-bauerngeh-ft-in-frankreich-ca1916.jpeg,/expressionism/otto-mueller-bauerngeh-ft-in-frankreich-ca1916.jpeg
Realism,Alexey  Bogolyubov,Battle of Krasnaya Gorka,1866,https://use2-uploads8.wikiart.org/images/alexey-bogolyubov/battle-of-krasnaya-gorka-1866.jpg,https://www.wikiart.org/en/alexey-bogolyubov/battle-of-krasnaya-gorka-1866,battle-of-krasnaya-gorka-1866.jpg,/realism/battle-of-krasnaya-gorka-1866.jpg
Post-Impressionism,Gustave Loiseau,"Banks of the Seine in Summer, Tournedos sur Seine",1899,https://use2-uploads3.wikiart.org/images/gustave-loiseau/banks-of-the-seine-in-summer-tournedos-sur-seine-1899.jpg,https://www.wikiart.org/en/gustave-loiseau/banks-of-the-seine-in-summer-tournedos-sur-seine-1899,banks-of-the-seine-in-summer-tournedos-sur-seine-1899.jpg,/post_impressionism/banks-of-the-seine-in-summer-tournedos-sur-seine-1899.jpg
Early Renaissance,Pietro Perugino,The Nativity of the Virgin. St. Joseph and the Shepherds adoring the Infant Christ,1522-1523,https://use2-uploads3.wikiart.org/images/pietro-perugino/the-nativity-of-the-virgin-st-joseph-and-the-shepherds-adoring-the-infant-christ.jpg,https://www.wikiart.org/en/pietro-perugino/the-nativity-of-the-virgin-st-joseph-and-the-shepherds-adoring-the-infant-christ,the-nativity-of-the-virgin-st-joseph-and-the-shepherds-adoring-the-infant-christ.jpg,/early_renaissance/the-nativity-of-the-virgin-st-joseph-and-the-shepherds-adoring-the-infant-christ.jpg
Color Field Painting,Edward Corbett,November 1963 III,1963,https://use2-uploads7.wikiart.org/images/edward-corbett/november-1963-iii-1963.jpg,https://www.wikiart.org/en/edward-corbett/november-1963-iii-1963,november-1963-iii-1963.jpg,/color_field_painting/november-1963-iii-1963.jpg
Art Informel,Patrick Heron,Azalea Garden: May 1956,1956,https://use2-uploads2.wikiart.org/images/patrick-heron/azalea-garden-may-1956-1956.jpg,https://www.wikiart.org/en/patrick-heron/azalea-garden-may-1956-1956,azalea-garden-may-1956-1956.jpg,/art_informel/azalea-garden-may-1956-1956.jpg
Realism,Theodule Ribot,The Martyrdom of St Sebastian,1865,https://use2-uploads1.wikiart.org/images/theodule-ribot/the-martyrdom-of-st-sebastian-1865.jpg,https://www.wikiart.org/en/theodule-ribot/the-martyrdom-of-st-sebastian-1865,the-martyrdom-of-st-sebastian-1865.jpg,/realism/the-martyrdom-of-st-sebastian-1865.jpg
Baroque,Judith Leyster,The serenade,1629,https://use2-uploads2.wikiart.org/images/judith-leyster/the-serenade-1629.jpg,https://www.wikiart.org/en/judith-leyster/the-serenade-1629,the-serenade-1629.jpg,/baroque/the-serenade-1629.jpg
Expressionism,Jacoba van Heemskerck,Harbor Scene,1915,https://use2-uploads0.wikiart.org/images/jacoba-van-heemskerck/harbor-scene-1915.jpg,https://www.wikiart.org/en/jacoba-van-heemskerck/harbor-scene-1915,harbor-scene-1915.jpg,/expressionism/harbor-scene-1915.jpg
Abstract Art,Constantin Brancusi,Prodigal son,XIX-XX cent.,https://use2-uploads2.wikiart.org/images/constantin-brancusi/prodigal-son.jpg,https://www.wikiart.org/en/constantin-brancusi/prodigal-son,prodigal-son.jpg,/abstract_art/prodigal-son.jpg
Abstract Expressionism,Louis Schanker,Green Forms,1957,https://use2-uploads1.wikiart.org/images/louis-schanker/green-forms-1957.jpg,https://www.wikiart.org/en/louis-schanker/green-forms-1957,green-forms-1957.jpg,/abstract_expressionism/green-forms-1957.jpg
Pop Art,Rosalyn Drexler,Love and Violence,1963,https://use2-uploads8.wikiart.org/images/rosalyn-drexler/love-and-violence-1963.jpg,https://www.wikiart.org/en/rosalyn-drexler/love-and-violence-1963,love-and-violence-1963.jpg,/pop_art/love-and-violence-1963.jpg
Neo-Expressionism,Corneille,Red Bird,1978,https://use2-uploads2.wikiart.org/images/corneille/red-bird-1978.jpg,https://www.wikiart.org/en/corneille/red-bird-1978,red-bird-1978.jpg,/neo_expressionism/red-bird-1978.jpg
Impressionism,Pierre-Auguste Renoir,Pink and Blue,1881,https://use2-uploads1.wikiart.org/images/pierre-auguste-renoir/pink-and-blue-1881.jpg,https://www.wikiart.org/en/pierre-auguste-renoir/pink-and-blue-1881,pink-and-blue-1881.jpg,/impressionism/pink-and-blue-1881.jpg
Cubism,Georges Braque,The Bowl of Grapes,1926,https://use2-uploads8.wikiart.org/images/georges-braque/the-bowl-of-grapes-1926.jpg,https://www.wikiart.org/en/georges-braque/the-bowl-of-grapes-1926,the-bowl-of-grapes-1926.jpg,/cubism/the-bowl-of-grapes-1926.jpg
Abstract Expressionism,Bradley Walker Tomlin,Number 20,1949,https://use2-uploads8.wikiart.org/images/bradley-walker-tomlin/number-20-1949-1.jpg,https://www.wikiart.org/en/bradley-walker-tomlin/number-20-1949-1,number-20-1949-1.jpg,/abstract_expressionism/number-20-1949-1.jpg
Impressionism,Edgar Degas,A Cotton Office in New Orleans,1873,https://use2-uploads0.wikiart.org/images/edgar-degas/the-cotton-exchange-new-orleans-1873.jpg,https://www.wikiart.org/en/edgar-degas/the-cotton-exchange-new-orleans-1873,the-cotton-exchange-new-orleans-1873.jpg,/impressionism/the-cotton-exchange-new-orleans-1873.jpg
